,gsis_id,player_id,team,name_fixed,position,years_pro,height,weight,start_time,week,day_of_week,season_year,season_type,home_team,away_team,home_score,away_score,fantasy_score,fumbles_rec_tds,fumbles_lost,passing_int,passing_yds,passing_tds,passing_twoptm,receiving_rec,receiving_tds,receiving_twoptm,receiving_yds,rushing_yds,rushing_tds,rushing_twoptm,kicking_rec_tds,puntret_tds,receiving_tar,rushing_att,passing_att,forecast,home,Year,Week,team_id,city,name,temp,desc,desc_simple,prev_score,avg3_score,avg5_score,avg3_tar,avg5_tar,avg3_rush_att,avg5_rush_att,prev_tar,prev_rush_att,prev_pass_att,avg3_pass_att,avg5_pass_att
33526,2015100406,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-10-04 17:00:00,4,Sunday,2015,Regular,TB,CAR,23,37,1.2000000000000002,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,75f Partly Cloudy,Buccaneers,2015.0,4.0,TB,Tampa Bay,Buccaneers,75.0,Partly Cloudy,Good,13.1,9.833333333333334,6.4,1.6666666666666667,1.0,11.0,8.4,2.0,14.0,0.0,0.0,0.0
33532,2015102505,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-10-25 17:00:00,7,Sunday,2015,Regular,WAS,TB,31,30,1.1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,70f Mostly Cloudy,Redskins,2015.0,7.0,WAS,Washington,Redskins,70.0,Mostly Cloudy,Good,1.2000000000000002,,,,,,,1.0,0.0,0.0,,
33535,2015110105,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-11-01 18:00:00,8,Sunday,2015,Regular,ATL,TB,20,23,11.8,0,0,0,0,0,0,2,1,0,48,0,0,0,0,0,2,0,0,DOME,Falcons,2015.0,8.0,ATL,Atlanta,Falcons,65.0,DOME,Good,1.1,,,,,,,1.0,0.0,0.0,,
33538,2015110807,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-11-08 21:05:00,9,Sunday,2015,Regular,TB,NYG,18,32,2.2,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,1,0,0,77f Mostly Cloudy,Buccaneers,2015.0,9.0,TB,Tampa Bay,Buccaneers,77.0,Mostly Cloudy,Good,11.8,4.7,,1.3333333333333333,,0.0,,2.0,0.0,0.0,0.0,
33541,2015111502,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-11-15 18:00:00,10,Sunday,2015,Regular,TB,DAL,10,6,1.1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2,0,0,77f Partly Cloudy,Buccaneers,2015.0,10.0,TB,Tampa Bay,Buccaneers,77.0,Partly Cloudy,Good,2.1999999999999997,5.033333333333334,,1.3333333333333333,,0.0,,1.0,0.0,0.0,0.0,
33544,2015112204,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-11-22 18:00:00,11,Sunday,2015,Regular,PHI,TB,17,45,12.2,0,0,0,0,0,0,3,1,0,47,0,0,0,0,0,4,0,0,48f Mostly Cloudy,Eagles,2015.0,11.0,PHI,Philadelphia,Eagles,48.0,Mostly Cloudy,Good,1.0999999999999992,5.033333333333334,3.4800000000000004,1.6666666666666667,1.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0
33547,2015112904,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-11-29 18:00:00,12,Sunday,2015,Regular,IND,TB,25,12,13.8,0,0,0,0,0,0,5,1,0,53,0,0,0,0,0,6,0,0,DOME,Colts,2015.0,12.0,IND,Indianapolis,Colts,65.0,DOME,Good,12.2,5.166666666666668,5.6800000000000015,2.333333333333333,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
33551,2015120608,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-12-06 18:00:00,13,Sunday,2015,Regular,TB,ATL,23,19,2.2,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,2,0,0,78f Partly Cloudy,Buccaneers,2015.0,13.0,TB,Tampa Bay,Buccaneers,78.0,Partly Cloudy,Good,13.8,9.033333333333337,8.22,4.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
33554,2015121308,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-12-13 18:00:00,14,Sunday,2015,Regular,TB,NO,17,24,2.6,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,3,0,0,80f Partly Cloudy,Buccaneers,2015.0,14.0,TB,Tampa Bay,Buccaneers,80.0,Partly Cloudy,Good,2.1999999999999997,9.4,6.300000000000002,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
33557,2015121700,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-12-18 01:25:00,15,Thursday,2015,Regular,STL,TB,31,23,3.5,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,5,0,0,,,,,,,,,,,2.5999999999999988,6.200000000000002,6.380000000000001,3.6666666666666665,3.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0
33560,2015122708,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2015-12-27 18:00:00,16,Sunday,2015,Regular,TB,CHI,21,26,5.1000000000000005,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,1,0,0,83f Clear,Buccaneers,2015.0,16.0,TB,Tampa Bay,Buccaneers,83.0,Clear,Good,3.4999999999999987,2.766666666666668,6.860000000000001,3.333333333333333,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
33563,2016010312,00-0031273,TB,Cameron Brate,TE,4.0,77.0,235.0,2016-01-03 21:25:00,17,Sunday,2015,Regular,CAR,TB,38,10,1.5,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2,0,0,48f Clear,Panthers,2015.0,17.0,CAR,Carolina,Panthers,48.0,Clear,Good,5.1,3.733333333333336,5.440000000000001,3.0,3.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34353,2015091310,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-09-13 20:25:00,1,Sunday,2015,Regular,OAK,CIN,13,33,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,75f Partly Cloudy,Raiders,2015.0,1.0,OAK,Oakland,Raiders,75.0,Partly Cloudy,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34355,2015092010,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-09-20 20:05:00,2,Sunday,2015,Regular,OAK,BAL,37,33,0.9,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,89f Dry and Partly Cloudy,Raiders,2015.0,2.0,OAK,Oakland,Raiders,89.0,Dry and Partly Cloudy,Good,0.6,,,,,,,2.0,0.0,0.0,,
34360,2015100401,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-10-04 17:00:00,4,Sunday,2015,Regular,CHI,OAK,22,20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56f Overcast,Bears,2015.0,4.0,CHI,Chicago,Bears,56.0,Overcast,Good,0.9,,,,,,,2.0,0.0,0.0,,
34362,2015101110,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-10-11 20:25:00,5,Sunday,2015,Regular,OAK,DEN,10,16,3.8,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,1,0,0,76f Clear,Raiders,2015.0,5.0,OAK,Oakland,Raiders,76.0,Clear,Good,0.0,0.5,,1.6666666666666667,,0.0,,1.0,0.0,0.0,0.0,
34364,2015102509,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-10-25 20:05:00,7,Sunday,2015,Regular,SD,OAK,29,37,11.2,0,0,0,0,0,0,2,1,0,42,0,0,0,0,0,2,0,0,,,,,,,,,,,3.8,1.5666666666666669,,1.3333333333333333,,0.0,,1.0,0.0,0.0,0.0,
34367,2015110109,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-11-01 21:05:00,8,Sunday,2015,Regular,OAK,NYJ,34,20,2.3,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,3,0,0,68f Partly Cloudy,Raiders,2015.0,8.0,OAK,Oakland,Raiders,68.0,Partly Cloudy,Good,11.2,5.0,3.3,1.3333333333333333,1.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0
34369,2015110806,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-11-08 18:00:00,9,Sunday,2015,Regular,PIT,OAK,38,35,6.6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,51f Clear,Steelers,2015.0,9.0,PIT,Pittsburgh,Steelers,51.0,Clear,Good,2.3000000000000007,5.7666666666666675,3.64,2.0,1.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0
34371,2015111508,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-11-15 21:05:00,10,Sunday,2015,Regular,OAK,MIN,14,30,8.8,0,0,0,0,0,0,2,1,0,18,0,0,0,0,0,3,0,0,57f Clear,Raiders,2015.0,10.0,OAK,Oakland,Raiders,57.0,Clear,Good,6.6000000000000005,6.699999999999998,4.7799999999999985,3.333333333333333,2.4,0.0,0.0,5.0,0.0,0.0,0.0,0.0
34372,2015112201,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-11-22 18:00:00,11,Sunday,2015,Regular,DET,OAK,18,13,3.5,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,3,0,0,DOME,Lions,2015.0,11.0,DET,Detroit,Lions,65.0,DOME,Good,8.800000000000002,5.9,6.540000000000001,3.6666666666666665,2.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0
34375,2015112907,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-11-29 18:00:00,12,Sunday,2015,Regular,TEN,OAK,21,24,1.9,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,2,0,0,57f Overcast,Titans,2015.0,12.0,TEN,Tennessee,Titans,57.0,Overcast,Good,3.5000000000000018,6.3,6.480000000000001,3.6666666666666665,3.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0
34377,2015120610,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-12-06 21:05:00,13,Sunday,2015,Regular,OAK,KC,20,34,7.800000000000002,0,0,0,0,0,0,5,0,0,53,0,0,0,0,0,5,0,0,60f Mostly Cloudy,Raiders,2015.0,13.0,OAK,Oakland,Raiders,60.0,Mostly Cloudy,Good,1.900000000000002,4.7333333333333325,4.620000000000001,2.6666666666666665,3.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0
34380,2015121311,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-12-13 21:05:00,14,Sunday,2015,Regular,DEN,OAK,12,15,6.2,0,0,0,0,0,0,3,0,0,47,0,0,0,0,0,7,0,0,39f Partly Cloudy,Broncos,2015.0,14.0,DEN,Denver,Broncos,39.0,Partly Cloudy,Good,7.800000000000002,4.4,5.7200000000000015,3.333333333333333,3.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0
34383,2015122009,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-12-20 21:05:00,15,Sunday,2015,Regular,OAK,GB,20,30,2.0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,7,0,0,51f Overcast,Raiders,2015.0,15.0,OAK,Oakland,Raiders,51.0,Overcast,Good,6.200000000000002,5.3,5.6400000000000015,4.666666666666667,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
34385,2015122400,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2015-12-25 01:25:00,16,Thursday,2015,Regular,OAK,SD,23,20,2.7,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,3,0,0,46f Clear,Raiders,2015.0,16.0,OAK,Oakland,Raiders,46.0,Clear,Good,2.0000000000000027,5.333333333333333,4.28,6.333333333333332,4.8,0.0,0.0,7.0,0.0,0.0,0.0,0.0
34387,2016010306,00-0032256,OAK,Clive Walford,TE,4.0,76.0,250.0,2016-01-03 21:25:00,17,Sunday,2015,Regular,KC,OAK,23,17,6.6000000000000005,0,0,0,0,0,0,4,0,0,46,0,0,0,0,0,4,0,0,32f Clear,Chiefs,2015.0,17.0,KC,Kansas City,Chiefs,32.0,Clear,Good,2.700000000000003,3.6333333333333333,4.12,5.666666666666668,4.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0
35527,2015091301,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-09-13 17:00:00,1,Sunday,2015,Regular,STL,SEA,34,31,7.0,0,0,0,0,0,0,7,0,0,35,0,0,0,0,0,9,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35534,2015092013,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-09-21 00:30:00,2,Sunday,2015,Regular,GB,SEA,27,17,18.700000000000006,0,0,0,0,0,0,7,1,0,92,0,0,0,0,0,8,0,0,54f Clear,Packers,2015.0,2.0,GB,Green Bay,Packers,54.0,Clear,Good,7.0,,,,,,,9.0,0.0,0.0,,
35540,2015092711,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-09-27 20:25:00,3,Sunday,2015,Regular,SEA,CHI,26,0,5.0,0,0,0,0,0,0,3,0,0,35,0,0,0,0,0,3,0,0,62f Clear,Seahawks,2015.0,3.0,SEA,Seattle,Seahawks,62.0,Clear,Good,18.700000000000006,,,,,,,8.0,0.0,0.0,,
35546,2015100500,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-10-06 00:30:00,4,Monday,2015,Regular,SEA,DET,13,10,11.1,0,0,0,0,0,0,3,1,0,36,0,0,0,0,0,4,0,0,61f Partly Cloudy,Seahawks,2015.0,4.0,SEA,Seattle,Seahawks,61.0,Partly Cloudy,Good,5.0,10.233333333333334,,6.666666666666668,,0.0,,3.0,0.0,0.0,0.0,
35553,2015101102,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-10-11 17:00:00,5,Sunday,2015,Regular,CIN,SEA,27,24,8.5,0,0,0,0,0,0,3,0,0,70,0,0,0,0,0,3,0,0,72f Clear,Bengals,2015.0,5.0,CIN,Cincinnati,Bengals,72.0,Clear,Good,11.1,11.6,,5.0,,0.0,,4.0,0.0,0.0,0.0,
35558,2015101808,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-10-18 20:05:00,6,Sunday,2015,Regular,SEA,CAR,23,27,3.8,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,4,0,0,59f Overcast,Seahawks,2015.0,6.0,SEA,Seattle,Seahawks,59.0,Overcast,Good,8.500000000000002,8.200000000000001,10.06,3.333333333333333,5.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0
35564,2015102200,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-10-23 00:25:00,7,Thursday,2015,Regular,SF,SEA,3,20,2.9000000000000004,0,0,0,0,0,0,2,0,0,19,0,0,0,0,0,3,0,0,66f Clear,49ers,2015.0,7.0,SF,San Francisco,49ers,66.0,Clear,Good,3.8000000000000025,7.800000000000002,9.42,3.6666666666666665,4.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0
35570,2015110110,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-11-01 21:25:00,8,Sunday,2015,Regular,DAL,SEA,12,13,5.0,0,0,0,0,0,0,3,0,0,35,0,0,0,0,0,6,0,0,63f Partly Cloudy,Cowboys,2015.0,8.0,DAL,Dallas,Cowboys,63.0,Partly Cloudy,Good,2.9000000000000026,5.066666666666668,6.26,3.333333333333333,3.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0
35583,2015111511,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-11-16 01:30:00,10,Sunday,2015,Regular,SEA,ARI,32,39,22.9,0,0,0,0,0,0,7,1,0,134,0,0,0,0,0,10,0,0,42f Partly Cloudy,Seahawks,2015.0,10.0,SEA,Seattle,Seahawks,42.0,Partly Cloudy,Good,5.000000000000002,3.9000000000000012,6.26,4.333333333333333,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
35589,2015112210,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-11-22 21:25:00,11,Sunday,2015,Regular,SEA,SF,29,13,9.0,0,0,0,0,0,0,6,0,0,60,0,0,0,0,0,6,0,0,48f Partly Cloudy,Seahawks,2015.0,11.0,SEA,Seattle,Seahawks,48.0,Partly Cloudy,Good,22.9,10.266666666666667,8.62,6.333333333333332,5.2,0.0,0.0,10.0,0.0,0.0,0.0,0.0
35595,2015112910,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-11-29 21:25:00,12,Sunday,2015,Regular,SEA,PIT,39,30,35.5,0,0,0,0,0,0,6,3,0,145,0,0,0,0,0,8,0,0,37f Mostly Cloudy,Seahawks,2015.0,12.0,SEA,Seattle,Seahawks,37.0,Mostly Cloudy,Good,9.0,12.3,8.719999999999999,7.333333333333332,5.8,0.0,0.0,6.0,0.0,0.0,0.0,0.0
35602,2015120606,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-12-06 18:00:00,13,Sunday,2015,Regular,MIN,SEA,7,38,23.9,0,0,0,0,0,0,5,2,0,94,0,0,0,0,0,7,0,0,36f Overcast,Vikings,2015.0,13.0,MIN,Minnesota,Vikings,36.0,Overcast,Good,35.5,22.46666666666667,15.06,8.0,6.6,0.0,0.0,8.0,0.0,0.0,0.0,0.0
35609,2015121313,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-12-13 18:00:00,14,Sunday,2015,Regular,BAL,SEA,6,35,29.200000000000006,0,0,0,0,0,0,6,3,0,82,0,0,0,0,0,9,0,0,66f Mostly Cloudy,Ravens,2015.0,14.0,BAL,Baltimore,Ravens,66.0,Mostly Cloudy,Good,23.9,22.8,19.26,7.0,7.4,0.0,0.0,7.0,0.0,0.0,0.0,0.0
35616,2015122008,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-12-20 21:05:00,15,Sunday,2015,Regular,SEA,CLE,30,13,18.5,0,0,0,0,0,0,4,2,0,45,0,0,0,0,0,6,0,0,44f Mostly Cloudy,Seahawks,2015.0,15.0,SEA,Seattle,Seahawks,44.0,Mostly Cloudy,Good,29.200000000000006,29.53333333333333,24.1,8.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
35623,2015122711,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2015-12-27 21:25:00,16,Sunday,2015,Regular,SEA,STL,17,23,21.8,0,0,0,0,0,0,8,1,0,118,0,0,0,0,0,10,0,0,37f Rain,Seahawks,2015.0,16.0,SEA,Seattle,Seahawks,37.0,Rain,Wet,18.5,23.86666666666667,23.22,7.333333333333332,7.2,0.0,0.0,6.0,0.0,0.0,0.0,0.0
35630,2016010314,00-0028434,SEA,D.Baldwin,WR,8.0,70.0,192.0,2016-01-03 21:25:00,17,Sunday,2015,Regular,ARI,SEA,6,36,7.1000000000000005,0,0,0,0,0,0,5,0,0,46,0,0,0,0,0,7,0,0,DOME,Cardinals,2015.0,17.0,ARI,Arizona,Cardinals,65.0,DOME,Good,21.8,23.16666666666667,25.78,8.333333333333334,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
36230,2015091307,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-09-13 20:05:00,1,Sunday,2015,Regular,ARI,NO,31,19,17.500000000000004,0,0,1,355,1,0,0,0,0,0,3,0,0,0,0,0,1,48,DOME,Cardinals,2015.0,1.0,ARI,Arizona,Cardinals,65.0,DOME,Good,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
36239,2015092008,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-09-20 17:00:00,2,Sunday,2015,Regular,NO,TB,19,26,13.1,0,0,1,255,1,0,0,0,0,0,-1,0,0,0,0,0,1,38,DOME,Saints,2015.0,2.0,NO,New Orleans,Saints,65.0,DOME,Good,17.500000000000004,,,,,,,0.0,1.0,48.0,,
36256,2015100412,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-10-05 00:30:00,4,Sunday,2015,Regular,NO,DAL,26,20,22.36,0,0,0,359,2,0,0,0,0,0,0,0,0,0,0,0,0,41,DOME,Saints,2015.0,4.0,NO,New Orleans,Saints,65.0,DOME,Good,13.1,,,,,,,0.0,1.0,38.0,,
36264,2015101100,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-10-11 17:00:00,5,Sunday,2015,Regular,PHI,NO,39,17,16.299999999999994,0,2,1,335,2,0,0,0,0,0,-1,0,0,0,0,0,1,43,67f Clear,Eagles,2015.0,5.0,PHI,Philadelphia,Eagles,67.0,Clear,Good,22.36,17.653333333333336,,0.0,,0.6666666666666666,,0.0,0.0,41.0,42.333333333333336,
36269,2015101500,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-10-16 00:25:00,6,Thursday,2015,Regular,NO,ATL,31,21,16.68,0,0,0,312,1,0,0,0,0,0,2,0,0,0,0,0,2,39,DOME,Saints,2015.0,6.0,NO,New Orleans,Saints,65.0,DOME,Good,16.299999999999994,17.253333333333334,,0.0,,0.6666666666666666,,0.0,1.0,43.0,40.66666666666666,
36277,2015102507,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-10-25 17:00:00,7,Sunday,2015,Regular,IND,NO,21,27,12.8,0,0,1,255,1,0,0,0,0,0,-4,0,0,0,0,0,4,44,DOME,Colts,2015.0,7.0,IND,Indianapolis,Colts,65.0,DOME,Good,16.68,18.446666666666665,17.188,0.0,0.0,1.0,1.0,0.0,2.0,39.0,41.0,41.8
36286,2015110106,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-11-01 18:00:00,8,Sunday,2015,Regular,NO,NYG,52,49,47.54,0,0,1,511,7,0,0,0,0,0,1,0,0,0,0,0,1,50,DOME,Saints,2015.0,8.0,NO,New Orleans,Saints,65.0,DOME,Good,12.8,15.26,16.247999999999998,0.0,0.0,2.333333333333333,1.6,0.0,4.0,44.0,42.0,41.0
36295,2015110803,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-11-08 18:00:00,9,Sunday,2015,Regular,NO,TEN,28,34,32.46,0,0,1,389,3,0,0,0,0,0,-1,1,0,0,0,0,3,39,DOME,Saints,2015.0,9.0,NO,New Orleans,Saints,65.0,DOME,Good,47.540000000000006,25.67333333333333,23.136000000000006,0.0,0.0,2.333333333333333,1.6,0.0,1.0,50.0,44.33333333333334,43.4
36303,2015111500,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-11-15 18:00:00,10,Sunday,2015,Regular,WAS,NO,47,14,14.36,0,0,2,209,2,0,0,0,0,0,0,0,0,0,0,0,0,28,62f Clear,Redskins,2015.0,10.0,WAS,Washington,Redskins,62.0,Clear,Good,32.46,30.93333333333333,25.156,0.0,0.0,2.6666666666666665,2.2,0.0,3.0,39.0,44.33333333333334,43.0
36319,2015112903,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-11-29 18:00:00,12,Sunday,2015,Regular,HOU,NO,24,6,8.120000000000001,0,0,1,228,0,0,0,0,0,0,0,0,0,0,0,0,0,44,55f Overcast,Texans,2015.0,12.0,HOU,Houston,Texans,55.0,Overcast,Good,14.36,31.45333333333333,24.768000000000004,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,28.0,39.0,40.0
36328,2015120607,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-12-06 21:25:00,13,Sunday,2015,Regular,NO,CAR,38,41,23.48,0,0,1,282,3,0,0,0,0,0,12,0,0,0,0,0,1,42,DOME,Saints,2015.0,13.0,NO,New Orleans,Saints,65.0,DOME,Good,8.120000000000001,18.31333333333333,23.055999999999997,0.0,0.0,1.0,1.6,0.0,0.0,44.0,37.0,41.0
36337,2015121308,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-12-13 18:00:00,14,Sunday,2015,Regular,TB,NO,17,24,20.48,0,0,0,312,2,0,0,0,0,0,0,0,0,0,0,0,3,41,80f Partly Cloudy,Buccaneers,2015.0,14.0,TB,Tampa Bay,Buccaneers,80.0,Partly Cloudy,Good,23.48,15.319999999999995,25.191999999999997,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,42.0,38.0,40.6
36346,2015122100,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-12-22 01:30:00,15,Monday,2015,Regular,NO,DET,27,35,26.74,0,0,0,341,3,0,0,0,0,0,11,0,0,0,0,0,1,52,DOME,Saints,2015.0,15.0,NO,New Orleans,Saints,65.0,DOME,Good,20.48,17.359999999999996,19.78,0.0,0.0,1.3333333333333333,1.4,0.0,3.0,41.0,42.333333333333336,38.8
36355,2015122700,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2015-12-27 21:05:00,16,Sunday,2015,Regular,NO,JAX,38,27,28.18,0,0,0,412,3,0,0,0,0,0,-3,0,0,0,0,0,3,36,DOME,Saints,2015.0,16.0,NO,New Orleans,Saints,65.0,DOME,Good,26.74,23.566666666666666,18.636000000000006,0.0,0.0,1.6666666666666667,1.0,0.0,1.0,52.0,45.0,41.4
36363,2016010311,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2016-01-03 18:00:00,17,Sunday,2015,Regular,ATL,NO,17,20,16.42,0,0,0,323,1,0,0,0,0,0,-5,0,0,0,0,0,3,42,DOME,Falcons,2015.0,17.0,ATL,Atlanta,Falcons,65.0,DOME,Good,28.18,25.13333333333333,21.4,0.0,0.0,2.333333333333333,1.6,0.0,3.0,36.0,43.0,43.0
37395,2015091310,00-0031280,OAK,D.Carr,QB,5.0,75.0,214.0,2015-09-13 20:25:00,1,Sunday,2015,Regular,OAK,CIN,13,33,3.24,0,0,0,61,0,0,0,0,0,0,8,0,0,0,0,0,1,12,75f Partly Cloudy,Raiders,2015.0,1.0,OAK,Oakland,Raiders,75.0,Partly Cloudy,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37399,2015092010,00-0031280,OAK,D.Carr,QB,5.0,75.0,214.0,2015-09-20 20:05:00,2,Sunday,2015,Regular,OAK,BAL,37,33,27.34,0,0,1,351,3,0,0,0,0,0,23,0,0,0,0,0,2,46,89f Dry and Partly Cloudy,Raiders,2015.0,2.0,OAK,Oakland,Raiders,89.0,Dry and Partly Cloudy,Good,3.24,,,,,,,0.0,1.0,12.0,,
37405,2015092708,00-0031280,OAK,D.Carr,QB,5.0,75.0,214.0,2015-09-27 17:00:00,3,Sunday,2015,Regular,CLE,OAK,20,27,20.46,0,0,0,314,2,0,0,0,0,0,-1,0,0,0,0,0,1,32,75f Mostly Cloudy,Browns,2015.0,3.0,CLE,Cleveland,Browns,75.0,Mostly Cloudy,Good,27.34,,,,,,,0.0,2.0,46.0,,
37411,2015100401,00-0031280,OAK,D.Carr,QB,5.0,75.0,214.0,2015-10-04 17:00:00,4,Sunday,2015,Regular,CHI,OAK,22,20,14.84,0,0,1,196,2,0,0,0,0,0,0,0,0,0,0,0,0,33,56f Overcast,Bears,2015.0,4.0,CHI,Chicago,Bears,56.0,Overcast,Good,20.46,17.013333333333332,,0.0,,1.3333333333333333,,0.0,1.0,32.0,30.0,
